iter	Passed	Remaining
354	59884	2301775
355	59937	2297155
356	59987	2292475
357	60044	2288076
358	60094	2283404
359	60145	2278852
360	60195	2274255
361	60244	2269645
362	60254	2263621
363	60306	2259178
364	60355	2254645
365	60408	2250283
366	60461	2245973
367	60515	2241693
368	60566	2237360
369	60619	2233076
370	60671	2228834
371	60725	2224656
372	60777	2220414
373	60829	2216225
374	60878	2211934
375	60929	2207709
376	60980	2203532
377	60990	2197919
378	61043	2193869
379	61098	2189907
380	61149	2185825
381	61206	2181947
382	61257	2177921
383	61311	2173989
384	61362	2170005
385	61416	2166137
386	61474	2162394
387	61530	2158643
388	61583	2154793
389	61639	2151068
390	61693	2147298
391	61749	2143589
392	61804	2139894
393	61855	2136071
394	61907	2132273
395	61958	2128505
396	62009	2124735
397	62060	2120967
398	62118	2117479
399	62173	2113895
400	62226	2110286
401	62278	2106638
402	62332	2103054
403	62385	2099494
404	62441	2096037
405	62496	2092566
406	62552	2089118
407	62607	2085698
408	62659	2082150
409	62717	2078853
410	62771	2075419
411	62825	2072009
412	62879	2068622
413	62932	2065209
414	62984	2061799
415	63040	2058521
416	63092	2055134
417	63146	2051793
418	63200	2048524
419	63255	2045262
420	63311	2042045
421	63366	2038836
422	63418	2035547
423	63470	2032261
424	63526	2029104
425	63578	2025865
426	63635	2022775
427	63687	2019548
428	63743	2016449
429	63800	2013415
430	63856	2010359
431	63910	2007275
432	63966	2004243
433	64020	2001146
434	64073	1998046
435	64128	1995047
436	64183	1992040
437	64236	1988981
438	64288	1985912
439	64341	1982896
440	64397	1979973
441	64452	1977035
442	64508	1974120
443	64561	1971151
444	64615	1968228
445	64670	1965360
446	64724	1962453
447	64782	1959672
448	64838	1956864
449	64893	1954025
450	64949	1951227
451	65004	1948411
452	65060	1945636
453	65114	1942828
454	65169	1940037
455	65225	1937299
456	65278	1934493
457	65333	1931774
458	65388	1929045
459	65446	1926395
460	65500	1923675
461	65554	1920934
462	65609	1918251
463	65661	1915518
464	65714	1912783
465	65770	1910156
466	65827	1907580
467	65881	1904936
468	65936	1902312
469	65990	1899687
470	66045	1897100
471	66101	1894541
472	66158	1892011
473	66209	1889355
474	66263	1886777
475	66321	1884305
476	66377	1881808
477	66429	1879206
478	66484	1876704
479	66537	1874128
480	66596	1871765
481	66651	1869275
482	66705	1866790
483	66757	1864256
484	66816	1861910
485	66869	1859419
486	66923	1856952
487	66978	1854538
488	67033	1852138
489	67092	1849838
490	67146	1847406
491	67200	1845006
492	67256	1842655
493	67311	1840292
494	67365	1837918
495	67418	1835510
496	67471	1833130
497	67527	1830838
498	67584	1828566
499	67639	1826266
500	67695	1823996
501	67752	1821757
502	67807	1819481
503	67861	1817167
504	67916	1814905
505	67971	1812657
506	68027	1810432
507	68081	1808187
508	68137	1805980
509	68194	1803811
510	68249	1801591
511	68306	1799450
512	68365	1797363
513	68420	1795185
514	68478	1793068
515	68533	1790903
516	68587	1788705
517	68643	1786590
518	68697	1784419
519	68752	1782270
520	68808	1780181
521	68862	1778014
522	68918	1775923
523	68973	1773829
524	69026	1771669
525	69078	1769518
526	69135	1767471
527	69187	1765331
528	69243	1763283
529	69301	1761310
530	69357	1759274
531	69412	1757230
532	69468	1755218
533	69524	1753218
534	69577	1751133
535	69633	1749140
536	69687	1747123
537	69745	1745190
538	69798	1743142
539	69855	1741216
540	69911	1739247
541	69963	1737206
542	70015	1735177
543	70068	1733159
544	70121	1731162
545	70177	1729241
546	70231	1727287
547	70290	1725444
548	70344	1723493
549	70397	1721532
550	70452	1719624
551	70509	1717779
552	70563	1715854
553	70614	1713878
554	70668	1711965
555	70724	1710109
556	70779	1708238
557	70835	1706388
558	70892	1704585
559	70948	1702753
560	71003	1700931
561	71059	1699110
562	71115	1697293
563	71170	1695466
564	71226	1693688
565	71282	1691894
566	71333	1689997
567	71391	1688252
568	71448	1686508
569	71500	1684656
570	71556	1682896
571	71610	1681101
572	71661	1679232
573	71718	1677502
574	71770	1675680
575	71824	1673911
576	71878	1672144
577	71929	1670317
578	71987	1668644
579	72044	1666951
580	72096	1665169
581	72153	1663486
582	72206	1661729
583	72260	1660015
584	72318	1658369
585	72371	1656651
586	72426	1654946
587	72476	1653165
588	72537	1651605
589	72592	1649947
590	72648	1648299
591	72701	1646587
592	72756	1644934
593	72813	1643329
594	72869	1641698
595	72924	1640063
596	72978	1638410
597	73034	1636797
598	73087	1635127
599	73145	1633590
600	73198	1631917
601	73253	1630317
602	73311	1628790
603	73366	1627176
604	73420	1625561
605	73474	1623961
606	73528	1622359
607	73584	1620796
608	73641	1619256
609	73696	1617695
610	73751	1616130
611	73808	1614631
612	73864	1613093
613	73920	1611562
614	73974	1609989
615	74030	1608474
616	74082	1606875
617	74141	1605431
618	74194	1603866
619	74247	1602317
620	74302	1600799
621	74356	1599270
622	74413	1597794
623	74465	1596238
624	74520	1594730
625	74575	1593255
626	74633	1591822
627	74691	1590409
628	74746	1588927
629	74801	1587449
630	74854	1585944
631	74914	1584580
632	74968	1583105
633	75024	1581666
634	75080	1580230
635	75136	1578814
636	75192	1577386
637	75248	1575964
638	75302	1574513
639	75357	1573080
640	75408	1571586
641	75463	1570151
642	75521	1568810
643	75575	1567371
644	75629	1565932
645	75686	1564578
646	75746	1563271
647	75799	1561848
648	75852	1560409
649	75906	1559005
650	75964	1557670
651	76023	1556386
652	76076	1554974
653	76131	1553597
654	76184	1552191
655	76241	1550861
656	76297	1549518
657	76354	1548217
658	76410	1546879
659	76463	1545494
660	76517	1544124
661	76572	1542789
662	76629	1541494
663	76680	1540071
664	76733	1538713
665	76787	1537367
666	76842	1536043
667	76897	1534724
668	76950	1533377
669	77008	1532128
670	77062	1530800
671	77116	1529476
672	77168	1528122
673	77221	1526792
674	77276	1525495
675	77328	1524157
676	77385	1522898
677	77438	1521590
678	77496	1520366
679	77550	1519076
680	77604	1517784
681	77657	1516479
682	77713	1515233
683	77768	1513987
684	77824	1512755
685	77879	1511488
686	77933	1510235
687	77989	1509006
688	78043	1507753
689	78099	1506524
690	78152	1505257
691	78207	1504030
692	78263	1502817
693	78321	1501641
694	78376	1500435
695	78432	1499239
696	78489	1498064
697	78543	1496822
698	78597	1495610
699	78653	1494423
700	78707	1493206
701	78764	1492040
702	78816	1490793
703	78870	1489577
704	78925	1488392
705	78983	1487260
706	79034	1485997
707	79092	1484875
708	79145	1483667
709	79200	1482508
710	79257	1481370
711	79311	1480178
712	79362	1478956
713	79418	1477815
714	79474	1476664
715	79530	1475542
716	79584	1474373
717	79637	1473176
718	79693	1472065
719	79747	1470904
720	79802	1469754
721	79857	1468621
722	79909	1467443
723	79965	1466336
724	80018	1465173
725	80072	1464027
726	80124	1462859
727	80181	1461768
728	80235	1460640
729	80293	1459579
730	80348	1458473
731	80406	1457421
732	80458	1456269
733	80512	1455141
734	80565	1454019
735	80618	1452891
736	80674	1451814
737	80727	1450688
738	80779	1449554
739	80832	1448426
740	80887	1447354
741	80942	1446277
742	80999	1445233
743	81056	1444199
744	81107	1443063
745	81160	1441952
746	81213	1440859
747	81268	1439803
748	81327	1438804
749	81384	1437798
750	81439	1436747
751	81495	1435704
752	81550	1434663
753	81602	1433567
754	81655	1432478
755	81713	1431491
756	81763	1430382
757	81818	1429348
758	81870	1428260
759	81924	1427217
760	81978	1426161
761	82032	1425127
762	82087	1424107
763	82140	1423044
764	82196	1422060
765	82251	1421047
766	82305	1420013
767	82364	1419068
768	82416	1418021
769	82470	1416989
770	82522	1415932
771	82573	1414879
772	82624	1413815
773	82679	1412815
774	82733	1411804
775	82787	1410808
776	82840	1409772
777	82898	1408845
778	82951	1407827
779	83006	1406848
780	83061	1405871
781	83112	1404829
782	83166	1403843
783	83220	1402860
784	83276	1401908
785	83327	1400878
786	83386	1399981
787	83444	1399077
788	83497	1398080
789	83552	1397121
790	83606	1396150
791	83661	1395205
792	83718	1394290
793	83775	1393376
794	83831	1392443
795	83884	1391477
796	83941	1390559
797	83997	1389639
798	84056	1388780
799	84111	1387837
800	84165	1386899
801	84221	1385975
802	84276	1385048
803	84328	1384080
804	84385	1383185
805	84437	1382221
806	84492	1381295
807	84550	1380430
808	84604	1379498
809	84659	1378597
810	84712	1377643
811	84765	1376710
812	84817	1375760
813	84873	1374875
814	84927	1373942
815	84986	1373114
816	85039	1372185
817	85093	1371273
818	85146	1370354
819	85200	1369444
820	85252	1368497
821	85307	1367613
822	85362	1366733
823	85417	1365857
824	85473	1364993
825	85527	1364097
826	85584	1363244
827	85640	1362390
828	85694	1361492
829	85750	1360647
830	85802	1359734
831	85859	1358889
832	85911	1357980
833	85967	1357127
834	86020	1356234
835	86071	1355313
836	86126	1354467
837	86179	1353574
838	86235	1352738
839	86288	1351859
840	86342	1350981
841	86392	1350063
842	86444	1349162
843	86504	1348405
844	86557	1347526
845	86610	1346666
846	86662	1345769
847	86722	1345015
848	86778	1344190
849	86834	1343384
850	86889	1342551
851	86945	1341738
852	86997	1340870
853	87056	1340102
854	87116	1339349
855	87173	1338555
856	87228	1337743
857	87280	1336869
858	87334	1336039
859	87387	1335201
860	87443	1334396
861	87495	1333541
862	87547	1332695
863	87604	1331918
864	87660	1331124
865	87713	1330280
866	87765	1329436
867	87816	1328582
868	87871	1327779
869	87926	1326983
870	87983	1326223
871	88041	1325465
872	88096	1324677
873	88153	1323917
874	88206	1323097
875	88262	1322324
876	88316	1321518
877	88372	1320752
878	88423	1319907
879	88477	1319124
880	88531	1318330
881	88585	1317530
882	88634	1316672
883	88688	1315886
884	88743	1315103
885	88798	1314332
886	88852	1313549
887	88905	1312759
888	88958	1311965
889	89013	1311192
890	89068	1310431
891	89122	1309659
892	89174	1308857
893	89229	1308106
894	89284	1307346
895	89338	1306581
896	89393	1305818
897	89448	1305066
898	89507	1304376
899	89563	1303641
900	89620	1302929
901	89678	1302230
902	89735	1301512
903	89789	1300761
904	89843	1300007
905	89897	1299240
906	89946	1298429
907	90006	1297754
908	90057	1296967
909	90109	1296190
910	90160	1295404
911	90215	1294665
912	90270	1293942
913	90324	1293202
914	90378	1292463
915	90435	1291771
916	90486	1290980
917	90538	1290223
918	90591	1289478
919	90643	1288713
920	90695	1287961
921	90752	1287272
922	90808	1286562
923	90861	1285821
924	90913	1285075
925	90967	1284353
926	91021	1283631
927	91070	1282836
928	91122	1282084
929	91171	1281308
930	91224	1280566
931	91276	1279830
932	91331	1279134
933	91388	1278454
934	91439	1277710
935	91494	1277017
936	91548	1276309
937	91603	1275610
938	91658	1274920
939	91717	1274282
940	91771	1273591
941	91824	1272870
942	91881	1272208
943	91938	1271551
944	91991	1270851
945	92045	1270148
946	92098	1269440
947	92151	1268730
948	92202	1268004
949	92254	1267280
950	92307	1266582
951	92361	1265902
952	92411	1265161
953	92462	1264431
954	92514	1263717
955	92566	1263004
956	92617	1262284
957	92670	1261601
958	92725	1260925
959	92780	1260270
960	92835	1259607
961	92890	1258943
962	92946	1258295
963	92998	1257599
964	93053	1256944
965	93103	1256228
966	93155	1255532
967	93208	1254850
968	93261	1254167
969	93315	1253511
970	93369	1252849
971	93422	1252174
972	93479	1251548
973	93533	1250883
974	93587	1250231
975	93642	1249586
976	93698	1248963
977	93752	1248314
978	93806	1247649
979	93862	1247028
980	93916	1246376
981	93969	1245717
982	94025	1245090
983	94080	1244462
984	94130	1243770
985	94187	1243159
986	94242	1242527
987	94293	1241849
988	94348	1241223
989	94397	1240514
990	94453	1239907
991	94509	1239289
992	94563	1238656
993	94620	1238061
994	94675	1237441
995	94726	1236766
996	94782	1236161
997	94833	1235497
998	94892	1234930
999	94944	1234282
1000	94999	1233665
1001	95050	1232999
1002	95100	1232319
1003	95152	1231668
1004	95206	1231058
1005	95261	1230441
1006	95316	1229841
1007	95368	1229200
1008	95425	1228615
1009	95479	1228000
1010	95530	1227341
1011	95591	1226818
1012	95643	1226181
1013	95699	1225595
1014	95756	1225020
1015	95809	1224395
1016	95870	1223878
1017	95923	1223260
1018	95977	1222648
1019	96037	1222118
1020	96093	1221546
1021	96145	1220918
1022	96198	1220301
1023	96253	1219717
1024	96316	1219228
1025	96370	1218626
1026	96425	1218037
1027	96476	1217408
1028	96529	1216794
1029	96585	1216226
1030	96640	1215649
1031	96698	1215106
1032	96746	1214439
1033	96797	1213801
1034	96851	1213213
1035	96904	1212619
1036	96960	1212048
1037	97015	1211474
1038	97069	1210894
1039	97122	1210289
1040	97179	1209747
1041	97231	1209143
1042	97285	1208560
1043	97340	1207992
1044	97401	1207502
1045	97461	1206993
1046	97518	1206458
1047	97574	1205895
1048	97626	1205297
1049	97680	1204728
1050	97730	1204101
1051	97784	1203533
1052	97839	1202974
1053	97893	1202402
1054	97941	1201760
1055	97992	1201153
1056	98046	1200579
1057	98099	1200007
1058	98152	1199420
1059	98203	1198824
1060	98251	1198186
1061	98304	1197613
1062	98354	1196996
1063	98408	1196435
1064	98462	1195881
1065	98519	1195358
1066	98569	1194750
1067	98625	1194219
1068	98678	1193655
1069	98731	1193078
1070	98780	1192466
1071	98835	1191929
1072	98885	1191320
1073	98935	1190728
1074	98991	1190205
1075	99040	1189586
1076	99097	1189083
1077	99151	1188526
1078	99203	1187960
1079	99256	1187403
1080	99309	1186845
1081	99360	1186267
1082	99415	1185729
1083	99469	1185193
1084	99522	1184644
1085	99571	1184043
1086	99627	1183524
1087	99679	1182962
1088	99732	1182407
1089	99783	1181834
1090	99834	1181264
1091	99884	1180683
1092	99940	1180172
1093	99992	1179614
1094	100047	1179093
1095	100104	1178607
1096	100155	1178039
1097	100211	1177533
1098	100265	1177006
1099	100321	1176499
1100	100370	1175907
1101	100427	1175417
1102	100478	1174857
1103	100532	1174334
1104	100585	1173798
1105	100638	1173271
1106	100693	1172756
1107	100743	1172189
1108	100795	1171643
1109	100849	1171124
1110	100902	1170596
1111	100957	1170093
1112	101008	1169533
1113	101061	1169007
1114	101110	1168438
1115	101164	1167919
1116	101215	1167372
1117	101268	1166850
1118	101325	1166373
1119	101383	1165907
1120	101437	1165398
1121	101494	1164922
1122	101542	1164348
1123	101593	1163811
1124	101646	1163291
1125	101698	1162759
1126	101749	1162219
1127	101798	1161662
1128	101856	1161199
1129	101907	1160666
1130	101960	1160149
1131	102015	1159658
1132	102069	1159157
1133	102123	1158657
1134	102179	1158182
1135	102235	1157714
1136	102288	1157199
1137	102338	1156656
1138	102390	1156144
1139	102441	1155609
1140	102494	1155104
1141	102550	1154636
1142	102604	1154140
1143	102658	1153651
1144	102706	1153092
1145	102754	1152535
1146	102807	1152036
1147	102863	1151572
1148	102915	1151060
1149	102968	1150557
1150	103024	1150102
1151	103074	1149565
1152	103129	1149094
1153	103185	1148633
1154	103239	1148146
1155	103293	1147669
1156	103344	1147153
1157	103396	1146650
1158	103448	1146142
1159	103503	1145678
1160	103552	1145147
1161	103608	1144688
1162	103659	1144180
1163	103713	1143703
1164	103769	1143241
1165	103821	1142743
1166	103875	1142270
1167	103933	1141850
1168	103987	1141371
1169	104041	1140901
1170	104097	1140453
1171	104151	1139973
1172	104201	1139467
1173	104257	1139013
1174	104312	1138554
1175	104369	1138128
1176	104430	1137729
1177	104485	1137283
1178	104541	1136828
1179	104597	1136393
1180	104649	1135901
1181	104697	1135378
1182	104751	1134909
1183	104802	1134420
1184	104857	1133970
1185	104911	1133502
1186	104961	1133005
1187	105019	1132580
1188	105069	1132077
1189	105124	1131633
1190	105179	1131186
1191	105230	1130702
1192	105285	1130255
1193	105335	1129754
1194	105388	1129288
1195	105443	1128850
1196	105497	1128394
1197	105551	1127935
1198	105600	1127434
1199	105658	1127024
1200	105708	1126534
1201	105765	1126113
1202	105816	1125633
1203	105873	1125208
1204	105929	1124785
1205	105984	1124351
1206	106037	1123895
1207	106093	1123465
1208	106146	1123010
1209	106197	1122532
1210	106250	1122077
1211	106301	1121599
1212	106356	1121167
1213	106411	1120734
1214	106463	1120277
1215	106517	1119836
1216	106572	1119404
1217	106626	1118963
1218	106680	1118522
1219	106732	1118067
1220	106792	1117689
1221	106849	1117280
1222	106903	1116844
1223	106955	1116391
1224	107012	1115982
1225	107066	1115556
1226	107125	1115165
1227	107179	1114740
1228	107235	1114326
1229	107299	1113993
1230	107353	1113560
1231	107403	1113094
1232	107451	1112594
1233	107502	1112139
1234	107560	1111743
1235	107608	1111256
1236	107661	1110823
1237	107714	1110385
1238	107768	1109951
1239	107815	1109455
1240	107868	1109023
1241	107916	1108535
1242	107963	1108041
1243	108012	1107566
1244	108066	1107141
1245	108118	1106697
1246	108173	1106281
1247	108221	1105804
1248	108274	1105367
1249	108326	1104933
1250	108379	1104501
1251	108432	1104074
1252	108481	1103599
1253	108534	1103175
1254	108583	1102711
1255	108640	1102318
1256	108690	1101863
1257	108751	1101518
1258	108799	1101047
1259	108852	1100617
1260	108906	1100209
1261	108959	1099781
1262	109008	1099320
1263	109059	1098877
1264	109111	1098446
1265	109159	1097978
1266	109212	1097553
1267	109264	1097128
1268	109314	1096673
1269	109366	1096253
1270	109418	1095819
1271	109468	1095375
1272	109525	1094998
1273	109574	1094545
1274	109628	1094133
1275	109683	1093735
1276	109742	1093381
1277	109791	1092929
1278	109849	1092568
1279	109904	1092175
1280	109955	1091748
1281	110014	1091387
1282	110063	1090943
1283	110115	1090524
1284	110171	1090140
1285	110225	1089744
1286	110276	1089308
1287	110332	1088932
1288	110384	1088512
1289	110432	1088063
1290	110485	1087656
1291	110538	1087246
1292	110588	1086816
1293	110637	1086367
1294	110695	1086011
1295	110748	1085610
1296	110801	1085201
1297	110854	1084798
1298	110906	1084387
1299	110961	1084013
1300	111015	1083614
1301	111067	1083205
1302	111118	1082790
1303	111171	1082386
1304	111229	1082039
1305	111278	1081602
1306	111329	1081180
1307	111380	1080761
1308	111431	1080345
1309	111484	1079948
1310	111545	1079633
1311	111602	1079280
1312	111655	1078882
1313	111715	1078557
1314	111771	1078189
1315	111830	1077852
1316	111891	1077536
1317	111949	1077193
1318	112012	1076901
1319	112069	1076546
1320	112131	1076238
1321	112195	1075954
1322	112255	1075629
1323	112316	1075318
1324	112369	1074932
1325	112436	1074673
1326	112496	1074354
1327	112559	1074065
1328	112615	1073699
1329	112680	1073430
1330	112733	1073040
1331	112790	1072699
1332	112852	1072392
1333	112904	1072002
1334	112955	1071598
1335	113028	1071399
1336	113089	1071090
1337	113145	1070740
1338	113203	1070402
1339	113260	1070059
1340	113313	1069673
1341	113367	1069305
1342	113419	1068914
1343	113470	1068514
1344	113524	1068139
1345	113573	1067724
1346	113630	1067382
1347	113685	1067020
1348	113742	1066684
1349	113794	1066297
1350	113849	1065934
1351	113907	1065606
1352	113960	1065232
1353	114016	1064879
1354	114071	1064525
1355	114120	1064113
1356	114170	1063714
1357	114223	1063334
1358	114273	1062939
1359	114328	1062580
1360	114381	1062208
1361	114449	1061974
1362	114534	1061906
1363	114589	1061544
1364	114640	1061156
1365	114698	1060830
1366	114763	1060580
1367	114822	1060261
1368	114876	1059905
1369	114937	1059603
1370	114994	1059279
1371	115062	1059040
1372	115123	1058751
1373	115182	1058441
1374	115236	1058081
1375	115299	1057807
1376	115359	1057501
1377	115420	1057211
1378	115476	1056876
1379	115535	1056563
1380	115595	1056267
1381	115656	1055968
1382	115712	1055634
1383	115775	1055365
1384	115838	1055088
1385	115900	1054809
1386	115961	1054524
1387	116019	1054210
1388	116080	1053921
1389	116137	1053590
1390	116195	1053273
1391	116255	1052980
1392	116315	1052683
1393	116374	1052380
1394	116434	1052085
1395	116500	1051839
1396	116559	1051539
1397	116615	1051210
1398	116675	1050912
1399	116732	1050588
1400	116795	1050323
1401	116854	1050020
1402	116916	1049747
1403	116976	1049453
1404	117035	1049154
1405	117095	1048861
1406	117150	1048530
1407	117217	1048298
1408	117270	1047945
1409	117325	1047612
1410	117379	1047268
1411	117435	1046938
1412	117488	1046583
1413	117543	1046250
1414	117600	1045933
1415	117652	1045577
1416	117734	1045482
1417	117791	1045171
1418	117841	1044796
1419	117893	1044435
1420	117949	1044114
1421	118001	1043761
1422	118061	1043468
1423	118113	1043112
1424	118165	1042762
1425	118221	1042437
1426	118275	1042102
1427	118397	1042364
1428	118448	1042001
1429	118508	1041714
1430	118653	1042173
1431	118704	1041811
1432	118772	1041600
1433	118878	1041719
1434	118965	1041677
1435	119064	1041734
1436	119116	1041379
1437	119275	1041962
1438	119329	1041628
1439	119383	1041290
1440	119509	1041585
1441	119558	1041205
1442	119714	1041759
1443	119796	1041662
1444	119847	1041307
1445	119901	1040972
1446	120129	1042143
1447	120180	1041789
1448	120233	1041443
1449	120282	1041063
1450	120335	1040723
1451	120493	1041290
1452	120601	1041425
1453	120655	1041086
1454	120706	1040733
1455	120805	1040784
1456	120928	1041044
1457	120980	1040694
1458	121038	1040402
1459	121204	1041028
1460	121257	1040693
1461	121306	1040313
1462	121394	1040278
1463	121502	1040402
1464	121557	1040082
1465	121694	1040462
1466	121746	1040113
1467	121842	1040142
1468	121949	1040265
1469	122001	1039918
1470	122056	1039594
1471	122206	1040081
1472	122256	1039720
1473	122311	1039397
1474	122467	1039932
1475	122520	1039600
1476	122576	1039286
1477	122705	1039594
1478	122777	1039418
1479	122826	1039049
1480	122953	1039337
1481	123015	1039072
1482	123147	1039408
1483	123216	1039206
1484	123267	1038848
1485	123399	1039178
1486	123471	1039004
1487	123527	1038692
1488	123687	1039254
1489	123812	1039529
1490	123865	1039193
1491	123932	1038972
1492	124071	1039357
1493	124135	1039111
1494	124277	1039527
1495	124338	1039254
